Features	feature_importance
Cytoplasm_RadialDistribution_FracAtD_RFP_4of4	0.0010237887512111893
Cytoplasm_Intensity_LowerQuartileIntensity_GFP	0.0010187904452101217
Nuclei_Correlation_RWC_CY5_DAPI	0.001016441215671189
Nuclei_Texture_InfoMeas2_RFP_3_01_256	0.0010153004708467908
Cytoplasm_RadialDistribution_FracAtD_GFP_1of4	0.0010013567275656268
Cells_RadialDistribution_MeanFrac_GFP_2of4	0.0010005852122344702
Cytoplasm_RadialDistribution_MeanFrac_RFP_2of4	0.0010000525357752694
Nuclei_Texture_InverseDifferenceMoment_RFP_3_00_256	0.000999541274777362
Cells_RadialDistribution_FracAtD_CY5_3of4	0.000996157474316583
Nuclei_Texture_InfoMeas2_RFP_3_00_256	0.0009949977875374292
Nuclei_RadialDistribution_RadialCV_DAPI_2of4	0.0009796286769888725
Nuclei_RadialDistribution_RadialCV_CY5_1of4	0.0009731028225392839
Cytoplasm_Texture_Contrast_GFP_3_03_256	0.000969261669637065
Cytoplasm_Texture_Contrast_DAPI_3_01_256	0.000956337928446079
Cytoplasm_AreaShape_Zernike_1_1	0.0009561162379700905
Nuclei_Granularity_1_CY5	0.0009488286652728765
Cells_RadialDistribution_RadialCV_GFP_2of4	0.0009469963519328108
Cells_Intensity_MeanIntensityEdge_CY5	0.000946093613643491
Cells_Texture_InfoMeas2_GFP_3_00_256	0.0009452558028063158
Cytoplasm_Texture_InverseDifferenceMoment_RFP_3_03_256	0.0009418075631997077
Nuclei_Texture_Correlation_GFP_3_03_256	0.0009406498692021956
Cells_Texture_InfoMeas2_RFP_3_00_256	0.0009033110019117964
Cells_Texture_Contrast_DAPI_3_02_256	0.0009007609907793216
Cytoplasm_Intensity_StdIntensityEdge_GFP	0.0008979983010651364
Cytoplasm_AreaShape_Extent	0.0008856137415276925
Cells_RadialDistribution_RadialCV_CY5_1of4	0.0008834259448330936
Cytoplasm_AreaShape_Zernike_7_1	0.0008778235036884313
Nuclei_RadialDistribution_FracAtD_DAPI_2of4	0.0008745567055006421
Nuclei_Texture_Contrast_DAPI_3_02_256	0.0008647938752079753
Cells_RadialDistribution_RadialCV_CY5_2of4	0.0008602312466584576
Cytoplasm_RadialDistribution_FracAtD_DAPI_4of4	0.0008494518178035425
Nuclei_Granularity_1_GFP	0.0008457754613792082
Cytoplasm_Texture_Correlation_GFP_3_02_256	0.0008383736011762041
Nuclei_Correlation_Overlap_CY5_GFP	0.0008314354622063309
Nuclei_AreaShape_Zernike_4_0	0.0008289422325313498
Cytoplasm_Intensity_LowerQuartileIntensity_DAPI	0.0008285070134956125
Nuclei_AreaShape_Zernike_3_1	0.0008259562511202754
Cytoplasm_Correlation_Correlation_DAPI_GFP	0.0008247298224849821
Nuclei_Intensity_MassDisplacement_DAPI	0.000821633521141495
Cytoplasm_Texture_Contrast_GFP_3_01_256	0.0008148856029397435
Nuclei_Texture_Contrast_RFP_3_00_256	0.0008114462103113818
Nuclei_RadialDistribution_FracAtD_CY5_1of4	0.0008071648229505631
Cells_Intensity_MADIntensity_CY5	0.0008046252601079529
Cells_RadialDistribution_RadialCV_GFP_1of4	0.0007940631638175158
Nuclei_RadialDistribution_RadialCV_CY5_4of4	0.0007937745116498174
Nuclei_RadialDistribution_FracAtD_RFP_1of4	0.0007869077195725807
Cells_AreaShape_Zernike_8_6	0.0007840836242066881
Cytoplasm_Intensity_IntegratedIntensity_DAPI	0.0007836180641547611
Cytoplasm_Intensity_IntegratedIntensityEdge_DAPI	0.0007734683736876286
Nuclei_RadialDistribution_RadialCV_RFP_4of4	0.0007730412878654905
Cells_Granularity_2_RFP	0.0007518032037136353
Cells_RadialDistribution_FracAtD_DAPI_3of4	0.0007458252459176247
Nuclei_RadialDistribution_FracAtD_RFP_4of4	0.0007408062208311334
Cytoplasm_RadialDistribution_RadialCV_GFP_4of4	0.000734033053952946
Nuclei_RadialDistribution_MeanFrac_CY5_2of4	0.0007129099445847122
Nuclei_RadialDistribution_RadialCV_DAPI_1of4	0.0007072493388944739
Cytoplasm_RadialDistribution_RadialCV_RFP_4of4	0.0007053574478203935
Nuclei_Granularity_1_RFP	0.0006978929078890434
Cells_Intensity_IntegratedIntensityEdge_CY5	0.0006976447410650997
Nuclei_Intensity_MaxIntensity_GFP	0.0006934694837973624
Nuclei_RadialDistribution_MeanFrac_RFP_1of4	0.0006903828520593542
Cytoplasm_Texture_InverseDifferenceMoment_RFP_3_00_256	0.0006854780764457514
Nuclei_Intensity_MinIntensityEdge_GFP	0.00068055299470649
Cytoplasm_Intensity_MaxIntensity_DAPI	0.0006755923403270813
Nuclei_Texture_InfoMeas2_RFP_3_03_256	0.0006736444552171726
Cells_RadialDistribution_RadialCV_DAPI_2of4	0.0006715731250287444
Cytoplasm_Correlation_RWC_DAPI_RFP	0.0006689839592366461
Nuclei_RadialDistribution_FracAtD_GFP_4of4	0.0006622791254700421
Nuclei_RadialDistribution_MeanFrac_GFP_1of4	0.0006609437380678615
Nuclei_AreaShape_Zernike_6_2	0.0006518932544124441
Cells_AreaShape_Zernike_6_0	0.0006489536873889579
Cytoplasm_Correlation_RWC_CY5_DAPI	0.0006471139618785608
Nuclei_Texture_Contrast_GFP_3_00_256	0.0006386469725719421
Cytoplasm_RadialDistribution_FracAtD_DAPI_3of4	0.0006285663048229964
Cells_AreaShape_Zernike_6_2	0.000627120123344798
Nuclei_AreaShape_Zernike_3_3	0.0006248264741600437
Cytoplasm_RadialDistribution_RadialCV_GFP_2of4	0.0006196081864438768
Nuclei_RadialDistribution_RadialCV_RFP_3of4	0.0005988296954648974
Cells_Texture_InfoMeas2_RFP_3_01_256	0.0005988215120098178
Cells_AreaShape_Zernike_4_0	0.0005947838774047296
Cytoplasm_RadialDistribution_MeanFrac_CY5_3of4	0.000589528639381993
Cytoplasm_Texture_Contrast_DAPI_3_03_256	0.0005887612964232548
Cells_AreaShape_Zernike_7_3	0.0005866051572161633
Nuclei_Intensity_MassDisplacement_GFP	0.0005844393771352197
Cells_Granularity_2_DAPI	0.0005790199483941071
Nuclei_Texture_Contrast_RFP_3_01_256	0.0005720398971204462
Nuclei_RadialDistribution_RadialCV_GFP_1of4	0.0005628055879318784
Cytoplasm_Correlation_Correlation_GFP_RFP	0.0005589104445749708
Cells_Intensity_MaxIntensityEdge_CY5	0.0005586492362623176
Cells_RadialDistribution_MeanFrac_CY5_1of4	0.000553292432273838
Cytoplasm_RadialDistribution_RadialCV_RFP_2of4	0.0005451396424295054
Nuclei_AreaShape_Solidity	0.0005439626589338357
Cytoplasm_Granularity_1_RFP	0.0005383575732057426
